Stations_ID;Datum;Qualitaet;Min_5cm;Min_2m;Mittel_2m;Max_2m;Relative_Feuchte;Mittel_Windstaerke;Max_Windgeschwindigkeit;Sonnenscheindauer;Mittel_Bedeckungsgrad;Niederschlagshoehe;Mittel_Luftdruck
2115.00;17.04.2017;3.00;3,2;4,6;6,5;8,7;71.00;7,5;15,3;9,35;3,1;0,2;1016,56
2115.00;18.04.2017;3.00;2,5;4,2;5,5;7,2;61,21;9,3;16.00;9,15;4,4;0.00;1028,02
2115.00;19.04.2017;3.00;-3,1;4,1;5,3;7,1;52,67;5.00;10,4;10133.00;4,1;0.00;1036,66
2115.00;20.04.2017;3.00;0,2;5,2;7,2;8,7;68,29;6,7;11,5;4583.00;6,2;0.00;1033,5
2115.00;21.04.2017;3.00;4,6;6,2;8,4;9,9;90,17;10.00;16.00;1767.00;7,4;0,8;1023,54
2115.00;22.04.2017;3.00;3,4;4,7;6,7;8,4;71,38;11,7;19,3;6967.00;5,5;0,3;1020,72
2115.00;23.04.2017;3.00;3,5;5.00;6,6;7,7;69.00;9,7;18,2;7717.00;6.00;0,2;1020,84
2115.00;24.04.2017;3.00;1,9;5,5;7,5;9.00;74,21;8,9;17,6;1233.00;7,6;4,1;1009,57
2115.00;25.04.2017;3.00;2.00;1,8;5.00;7,4;76,17;6,3;13,5;6733.00;5.00;2,8;1004,15
2115.00;26.04.2017;3.00;2.00;4,9;6,6;8,5;65,13;4,3;10,3;13367.00;0,8;0.00;1011,13
2115.00;27.04.2017;3.00;2,9;5,5;6,8;8,3;74,79;7,8;15,4;5033.00;6,7;3,4;1012,58
2115.00;28.04.2017;3.00;3,9;5,7;7,4;9,4;75,75;5,5;12,4;4467.00;6,5;0,1;1011,62
2115.00;29.04.2017;3.00;3,5;6,1;7,3;8,8;71,71;5,8;11,6;10,65;1,8;0.00;1016,77
2115.00;30.04.2017;3.00;5,1;7,2;9,5;11,7;71,21;11,1;18,5;13917.00;2,2;0.00;1016,01
2115.00;01.05.2017;3.00;6,7;7,6;9,8;12,5;72,25;12,9;19,6;7,7;7,8;0.00;1013,84
2115.00;02.05.2017;3.00;6,6;7,6;9,5;12,3;73,63;12,2;17,8;5,45;7,6;0,7;1020,13
2115.00;03.05.2017;3.00;6,9;7,8;9,7;12,4;74,33;11,8;18.00;4,45;7,7;0.00;1023,82
2115.00;04.05.2017;3.00;6,6;7,6;9,7;12,3;65,08;12.00;18,4;5017.00;7,8;0,1;1024,55
2115.00;05.05.2017;3.00;7,1;8,5;9,1;10,5;76,21;7,9;14,8;0.00;7,9;1,5;1022,51
2115.00;06.05.2017;3.00;7,1;7,6;9,1;11,3;86,21;5,6;9,1;3683.00;5,8;0.00;1016,46
2115.00;07.05.2017;3.00;1,4;7,8;9,2;11,3;85,17;5,1;10,8;8033.00;3,7;0,1;1014,65
2115.00;08.05.2017;3.00;3,9;7,6;9.00;11,1;70,58;8,3;15.00;10,1;4.00;0.00;1019,79
2115.00;09.05.2017;3.00;4,2;6,9;8,1;9,7;64,83;5,4;11,2;3,15;7,1;0,2;1018,95
2115.00;10.05.2017;3.00;2,3;6.00;8.00;9,6;77,5;6,3;12,4;1,8;7,9;0,1;1008,82
2115.00;11.05.2017;3.00;5,4;7,9;10,6;13,7;75,58;7,4;15,3;13,2;4.00;0.00;1003,09
2115.00;12.05.2017;3.00;8,1;10,4;11,3;13.00;88,17;8,7;13,8;0,3;7,1;0,7;1002,32
2115.00;13.05.2017;3.00;8,3;10,4;12,2;16,8;91,92;4.00;9,5;2,5;7,4;1,7;1009,8
2115.00;14.05.2017;3.00;9,2;10,7;12,8;17,6;81,96;4,1;8,8;10183.00;5,1;0.00;1018,87
2115.00;15.05.2017;3.00;8,8;10,1;12,6;15,2;82,08;4,8;10,3;12417.00;4.00;8,1;1027,01
2115.00;16.05.2017;3.00;11,2;11,2;13,2;15,6;88,08;6,5;12,7;2017.00;7,7;3,9;1025,09
2115.00;17.05.2017;3.00;11,7;12.00;14,7;17,5;84,42;5,6;12,1;3083.00;7,5;0.00;1018,47
2115.00;18.05.2017;3.00;10,9;10,1;12,3;15,7;91.00;6,9;11,3;3733.00;7,9;0,2;1010,55
2115.00;19.05.2017;3.00;10,5;10,8;12,2;15,8;93,96;5.00;9,7;0,7;7,8;8,3;1010,49
2115.00;20.05.2017;3.00;8,4;10,8;12,4;15,6;83,08;3,5;7,4;12,85;2,9;0.00;1019,21
2115.00;21.05.2017;3.00;6,3;11,5;13.00;15,4;80,71;3,9;8,1;14967.00;3,5;0.00;1025,83
2115.00;22.05.2017;3.00;4,9;11,1;14,7;17,5;78,71;4,3;11,8;13667.00;4.00;0.00;1020,53
2115.00;23.05.2017;3.00;10,1;11,2;13,3;15,6;83,63;7,5;15.00;7967.00;6,6;0.00;1015,83
2115.00;24.05.2017;3.00;9,5;10,8;11,8;13.00;87,75;6,2;11,5;3267.00;5,5;0.00;1021,6
2115.00;25.05.2017;3.00;9,8;10,7;12,5;14,5;89,46;6,2;10,1;6,9;6,3;0.00;1023,35
2115.00;26.05.2017;3.00;10,8;10,1;11,2;13,3;96,46;4,1;6,7;0,267;8.00;0.00;1023,07
2115.00;27.05.2017;3.00;11,5;11,3;16,5;20,3;81,04;6,6;10,7;15333.00;1,3;0,2;1019,17
2115.00;28.05.2017;3.00;13,2;13,2;15,2;17.00;85,21;5,6;9,8;12533.00;4,7;0.00;1016,5
2115.00;29.05.2017;3.00;12,6;11,8;13.00;14,8;93,83;4,1;8,3;0,4;7,6;0,1;1013,79
2115.00;30.05.2017;3.00;12,1;12,9;13,9;15,2;95,58;5,9;12,8;0,3;7,6;0.00;1011,36
2115.00;31.05.2017;3.00;10,1;11,6;13.00;14,2;77,08;8,1;13,2;13,05;4,6;0.00;1019,5
2115.00;01.06.2017;3.00;3,8;11,2;12,5;14,5;71,54;4,4;8,5;12217.00;5,3;0.00;1022,22
2115.00;02.06.2017;3.00;1,3;10,3;15,4;19,2;68,63;3,5;5,5;14,4;2,8;0.00;1017,76
2115.00;03.06.2017;3.00;11,8;14,7;16,4;19,2;79,58;3,6;8,1;5183.00;7,6;0,2;1011,95
2115.00;04.06.2017;3.00;11,9;13,2;14,5;16,3;82.00;7,5;11,9;10,05;5,1;0.00;1012,04
2115.00;05.06.2017;3.00;10,9;13,1;15,4;17,9;75,54;5,7;11.00;4133.00;6.00;0.00;1011,11
2115.00;06.06.2017;3.00;11,9;13,1;15,5;18.00;76,29;11.00;18,9;7.00;7,3;4,3;999,16
2115.00;07.06.2017;3.00;10,7;11,6;12,6;13,5;82,5;14,4;21,8;0,117;7.00;10,6;1002,07
2115.00;08.06.2017;3.00;11,9;12,5;13,6;15,4;89,79;6,8;12.00;0,017;7,6;7,7;1011,62
2115.00;09.06.2017;3.00;10,9;12,5;13,9;15,9;92,71;4,4;11,9;2,05;6,1;14,4;1010,23
2115.00;10.06.2017;3.00;11.00;12,6;14,7;17,5;89,42;4,2;9,6;5,7;5,4;0.00;1017,45
2115.00;11.06.2017;3.00;13,3;14,3;16,9;21,5;81.00;5,3;10,7;9817.00;5,2;1,1;1013,1
2115.00;12.06.2017;3.00;12,6;13,5;14,3;15,2;83,58;9,8;14,9;6367.00;6,2;0.00;1010,37
2115.00;13.06.2017;3.00;11,3;12,5;13,5;15.00;85,25;7,9;13,1;4683.00;6,2;0.00;1016,13
2115.00;14.06.2017;3.00;9,8;12,4;14,7;17,4;83,83;3,4;7,4;15,6;4,3;0.00;1019,64
2115.00;15.06.2017;3.00;12,6;14,6;16,8;20,3;81,71;6,8;12,2;10417.00;7,5;0,1;1013,3
2115.00;16.06.2017;3.00;12,6;13,5;14,5;15,4;84,38;9,6;15,4;11667.00;4.00;0.00;1015,85
2115.00;17.06.2017;3.00;12,3;13,4;14,8;16,4;88,21;6,8;13,2;10183.00;4.00;0.00;1022,85
2115.00;18.06.2017;3.00;10,8;14,5;16,8;19,1;85,5;3.00;8.00;15783.00;0,1;0.00;1024,5
2115.00;19.06.2017;3.00;10,9;16.00;19,5;23,6;83.00;2,7;6,6;15517.00;1,5;0.00;1020,28
2115.00;20.06.2017;3.00;12.00;13,9;15,7;18,8;73,96;7.00;11,8;12167.00;6,2;0.00;1019,61
2115.00;21.06.2017;3.00;11,7;13,6;15.00;16,9;67,25;3,5;6,9;7783.00;7,1;0.00;1018,81
2115.00;22.06.2017;3.00;14,3;14,8;17,4;22,6;85,04;8,7;33,8;4483.00;7.00;16,1;1008,12
2115.00;23.06.2017;3.00;15.00;15.00;15,8;16,7;89,46;10.00;16,6;0,65;8.00;0,2;1010,3
2115.00;24.06.2017;3.00;14,3;15,1;15,9;16,6;86,92;8,6;15,6;4.00;6,9;0.00;1009,36
2115.00;25.06.2017;3.00;13,1;14,3;15,5;16,5;78,21;8,6;14,6;3833.00;7,2;0.00;1007,35
2115.00;26.06.2017;3.00;11,8;13,5;14,6;16,1;69,92;8,3;12,3;12,55;2,1;0.00;1011,42
2115.00;27.06.2017;3.00;11,3;13.00;14,9;16,7;64,88;5,1;13,4;11833.00;7,7;3,6;1011,53
2115.00;28.06.2017;3.00;14.00;14,5;16,8;18,6;85,96;10,8;17,8;0,133;7,8;9,5;999,12
2115.00;29.06.2017;3.00;14,7;15,5;16,8;19,1;90,83;3,9;10,3;5267.00;7,8;1,5;996,25
2115.00;30.06.2017;3.00;13,8;14.00;14,6;15,5;91,33;9,4;17,1;0.00;7,6;26,7;999,57
2115.00;01.07.2017;3.00;13,2;14,2;15,6;18,5;87.00;7,5;14,2;8067.00;5,8;0,2;1006,49
2115.00;02.07.2017;3.00;13,5;14,3;15,5;16,9;77,54;9,2;14,2;7,55;4,9;0.00;1014,92
2115.00;03.07.2017;3.00;12,3;13,8;16.00;18,9;77,83;9,7;14,7;3,6;6,6;0,5;1016,93
2115.00;04.07.2017;3.00;11,5;13.00;14,7;16,4;68,88;7,3;14,3;4833.00;7,1;2,7;1019,21
2115.00;05.07.2017;3.00;10,9;12,4;14,5;16,1;72,33;3,1;6.00;6917.00;5,8;0.00;1019,57
2115.00;06.07.2017;3.00;6,9;12,9;16,3;18,5;68,63;3,5;9.00;13383.00;5,7;0.00;1018,81
2115.00;07.07.2017;3.00;16,2;17,3;18,3;20,4;85,13;4.00;8,1;6567.00;7,4;0,6;1013,18
2115.00;08.07.2017;3.00;10,8;13,7;16,5;18,2;78,58;6,4;10,5;10,05;5,4;0.00;1015,39
2115.00;09.07.2017;3.00;7,1;13,4;16,1;18,5;64,21;2,1;5,3;15,05;2.00;0.00;1014,73
2115.00;10.07.2017;3.00;13,1;15,6;17,5;19,4;78,17;3,9;9,4;3767.00;7,7;19,3;1008,63
2115.00;11.07.2017;3.00;13,9;15,8;17,5;18,9;79,54;6,2;12,4;7,4;7,6;1,3;1007,97
2115.00;12.07.2017;3.00;12,5;13,2;15,2;16,4;75,63;9,3;19,9;3983.00;7,3;2,4;1010,02
2115.00;13.07.2017;3.00;11,4;14.00;15,1;16,7;62,67;6,9;15,4;9,2;7,1;0.00;1020,1
2115.00;14.07.2017;3.00;10,3;14,3;15,7;18,7;74,58;5,1;9,2;7567.00;6,5;5,2;1014,83
2115.00;15.07.2017;3.00;12,8;15.00;16,5;18,1;74,92;4,6;10,5;11,25;4,4;1.00;1019,35
2115.00;16.07.2017;3.00;13,7;15,6;16,9;18,1;87,08;7,7;12,9;1,2;7,6;0,6;1019,19
2115.00;17.07.2017;3.00;13,1;15,1;16,5;18,3;71,67;6,8;10,7;9983.00;3,6;0.00;1021,57
2115.00;18.07.2017;3.00;14,3;15,7;17,1;19,1;72,13;3,7;11,6;11,65;5,1;0.00;1021,43
2115.00;19.07.2017;3.00;15,1;16,6;18,7;21,8;80.00;10,3;17,7;9,15;6,2;26.00;1012,86
2115.00;20.07.2017;3.00;15,8;16,5;18,4;20.00;92,63;5,8;14,6;0,933;7,5;6,6;1007,57
2115.00;21.07.2017;3.00;13,9;16,1;17,2;18,7;68,21;5,8;12,9;14033.00;2,9;0.00;1013,81
2115.00;22.07.2017;3.00;15,8;17,4;18,4;20.00;83,92;8,8;12,8;4583.00;5,9;34,7;1012,73
2115.00;23.07.2017;3.00;15,1;15,2;17.00;19,2;85,46;6,1;14,2;3317.00;7,5;3,6;1009,98
2115.00;24.07.2017;3.00;13,6;15,9;16,9;18,3;82,25;4.00;9,4;1,85;7,9;0,1;1009,64
2115.00;25.07.2017;3.00;15,4;16,3;17,2;18,3;85,13;6,7;13,8;0,883;7,9;0,1;1007,99
2115.00;26.07.2017;3.00;14,8;16,9;18,1;19,5;81,63;4,6;9,9;13,3;4,9;0.00;1007,04
2115.00;27.07.2017;3.00;13,9;16,3;17,5;18,7;76,67;6,8;13,8;1533.00;7,3;4,4;1004,26
2115.00;28.07.2017;3.00;12,6;13,5;16,8;18,4;76,79;8,4;19.00;5667.00;6,8;5,3;1006,84
2115.00;29.07.2017;3.00;15,1;15,9;17,6;19,4;84,42;8,7;18.00;7,75;5,7;4,6;1007,75
2115.00;30.07.2017;3.00;15.00;16,7;18,2;21,3;85,46;6,9;13,6;7,8;5,9;0.00;1005,61
2115.00;31.07.2017;3.00;14,3;16,6;18,1;20,5;80,42;5.00;11,9;10,85;4,9;0.00;1012,24
2115.00;01.08.2017;3.00;14,6;17.00;18,5;21.00;82,96;4,4;8.00;4,3;6,5;0.00;1014,21
2115.00;02.08.2017;3.00;15.00;17.00;18,2;20,3;81,08;5,1;11,4;4,65;7,5;5,2;1014,58
2115.00;03.08.2017;3.00;15,6;16,4;18,2;19,4;83,08;10.00;18,8;2,65;7.00;2,6;1006,44
2115.00;04.08.2017;3.00;15,7;16,2;17,7;18,6;79,54;11,4;18,9;4,55;5,2;1,5;1006,44
2115.00;05.08.2017;3.00;13.00;14,7;17,5;18,8;71,71;8,6;14,6;10583.00;4,6;3,1;1011,5
2115.00;06.08.2017;3.00;12,1;13,3;16,9;18,6;68,25;7,8;18,7;12,25;3.00;0.00;1019,21
2115.00;07.08.2017;3.00;13,6;16,5;18.00;20.00;72.00;5,2;10,2;12917.00;5,4;0.00;1018,32
2115.00;08.08.2017;3.00;14,7;16,4;18,6;20,9;79,17;7,3;13,5;3367.00;7,3;3,6;1010,96
2115.00;09.08.2017;3.00;15,1;16,3;17,7;19,5;80,08;11,3;18,4;9667.00;4,1;0.00;1012,21
2115.00;10.08.2017;3.00;13,4;15,5;17,1;18,9;71,5;5,2;9,2;9467.00;4,9;0.00;1019,94
2115.00;11.08.2017;3.00;12,2;15,2;16,4;17,8;71,54;3,9;8,7;0,067;7,6;0,3;1015,95
2115.00;12.08.2017;3.00;14.00;15,1;17.00;18,5;84,54;7,8;13,8;0,7;7,4;10.00;1010,4
2115.00;13.08.2017;3.00;6,7;13,7;16,2;17,8;65,58;5,8;11,5;9933.00;2,4;0.00;1018,78
2115.00;14.08.2017;3.00;6,1;13,5;17,3;19,5;67,67;6,3;12,6;13133.00;5.00;0.00;1021,6
2115.00;15.08.2017;3.00;16,1;17,5;19,1;21,8;80,63;5,7;12,3;3817.00;7,5;0.00;1014,65
2115.00;16.08.2017;3.00;14,5;16,6;18,5;20,6;74,54;4,4;10,4;10,3;5,5;0.00;1019,73
2115.00;17.08.2017;3.00;16,1;17,1;18,2;18,9;82,46;8,8;14,1;0,05;6,8;5,8;1013,52
2115.00;18.08.2017;3.00;12,7;15,4;17,8;20,2;85,5;7,3;13,1;2,7;7,1;9,8;1009,26
2115.00;19.08.2017;3.00;12,2;13.00;16.00;18.00;75,63;10,3;20.00;6767.00;5.00;14.00;1011,07
2115.00;20.08.2017;3.00;13.00;13,9;16,6;18,1;74,79;9,6;20,4;3,05;5,5;6,5;1016,73
2115.00;21.08.2017;3.00;12,8;15,2;16,4;17,8;70,17;8,5;15,2;7,8;3,8;0.00;1020,95
2115.00;22.08.2017;3.00;6.00;13,3;15,8;17,6;67,5;5.00;9.00;7433.00;3,5;0.00;1021,43
2115.00;23.08.2017;3.00;5,9;13,4;17.00;19,1;71,75;4,5;12,1;11,4;4,7;0,1;1017,44
2115.00;24.08.2017;3.00;15,4;17.00;18,1;19,4;77,04;8,5;12,5;10183.00;6,3;0.00;1013,05
2115.00;25.08.2017;3.00;8,9;15,6;17,7;19,6;73,83;5,4;10,4;11,35;5.00;0.00;1016,93
2115.00;26.08.2017;3.00;9,6;16,3;17,9;19,9;79,33;3,2;8,4;3933.00;6,4;0,1;1015,7
2115.00;27.08.2017;3.00;9,5;15,6;17,4;18,8;73,92;5,9;12,3;9917.00;4,1;0.00;1017,07
2115.00;28.08.2017;3.00;9,9;16,1;18,1;20,1;77,96;3,8;9,1;9583.00;5,8;0.00;1018,59
2115.00;29.08.2017;3.00;16,4;16,7;19,3;22,5;79,71;5,7;11.00;9483.00;3,9;43,1;1012,83
2115.00;30.08.2017;3.00;15,3;15,3;17,5;18,8;95,46;5,9;15,4;0,033;7,8;10.00;1008,08
2115.00;31.08.2017;3.00;13,9;13,4;15,5;16,9;79,29;7,6;15,4;2733.00;6.00;5,7;1012,34
2115.00;01.09.2017;3.00;12,1;15.00;16,5;18,1;67,96;3,8;10,8;8683.00;3,4;0.00;1019,84
2115.00;02.09.2017;3.00;7,5;14,3;15,7;17,4;67,08;3,6;6,7;10067.00;1,2;0.00;1019,58
2115.00;03.09.2017;3.00;6,7;13,4;15,9;18,1;64,79;1,9;8.00;11633.00;1,3;0.00;1016,62
2115.00;04.09.2017;3.00;9,7;15.00;17,5;19,3;68,13;3,7;8,7;10617.00;3,5;0.00;1015,56
2115.00;05.09.2017;3.00;15,2;17.00;18,2;19,8;82,88;6,5;10,7;4083.00;6,5;2,7;1014,79
2115.00;06.09.2017;3.00;12,7;13,9;16,6;18,5;80,79;8,8;19,8;2267.00;6,6;10.00;1009,8
2115.00;07.09.2017;3.00;12,8;14,7;16,1;17,5;72,04;8,4;14,9;1383.00;7.00;3,8;1009,86
2115.00;08.09.2017;3.00;13,1;14,5;15,9;17,8;83,88;11,4;23,2;1,55;7,7;15.00;997,35
2115.00;09.09.2017;3.00;11,8;12,3;15,1;16,7;78,83;5,5;13,9;2567.00;6,1;10,3;994,67
2115.00;10.09.2017;3.00;13,7;15.00;16,2;17,7;73,29;11,7;21,2;7,05;5,5;0,4;998,24
2115.00;11.09.2017;3.00;13.00;14,7;15,9;17,7;74,58;15,3;21,8;3783.00;7,4;13,3;991.00
2115.00;12.09.2017;3.00;11,6;12,4;15,4;16,8;75,79;11.00;18,1;5167.00;6,3;11,8;998,59
2115.00;13.09.2017;3.00;11,8;12,9;14,5;15,9;79,96;18,7;36,9;0,483;6,8;7,8;989,88
2115.00;14.09.2017;3.00;10,9;12,8;14,6;15,5;72,75;12,2;21,4;1,25;6,3;4,9;995,22
2115.00;15.09.2017;3.00;10,4;12,3;14,2;15,5;75,88;10,8;20,6;3717.00;6.00;9,9;1005,78
2115.00;16.09.2017;3.00;10,2;10,7;13,6;15,9;83,58;3,9;11,5;1,65;7,6;39,7;1008,09
2115.00;17.09.2017;3.00;10,1;11,2;13,4;14,9;77,38;4,8;9,3;2,9;7.00;0.00;1012,07
2115.00;18.09.2017;3.00;5,8;12.00;13,7;15,7;71,33;3,3;6,8;10767.00;3,5;0.00;1013,19
2115.00;19.09.2017;3.00;4,2;11,3;14,3;16,5;71,5;5,4;14,7;3567.00;7,5;4,8;1015,33
2115.00;20.09.2017;3.00;11,2;12,2;15,1;17.00;72.00;7,9;16,7;2,1;7,6;0.00;1016,75
2115.00;21.09.2017;3.00;13,8;14,6;15,8;17,2;80,33;6,3;11.00;1983.00;7,8;0.00;1019,3
2115.00;22.09.2017;3.00;12,6;15,1;15,9;17,7;78,63;4.00;6,7;0,667;7,8;0.00;1020,27
2115.00;23.09.2017;3.00;12,9;15,3;16.00;17,5;74,25;3,4;6,3;7,5;4,1;0.00;1023,41
2115.00;24.09.2017;3.00;12,3;14,6;15,6;16,4;83,42;5.00;11,5;5117.00;5,9;0,4;1024,19
2115.00;25.09.2017;3.00;13,8;14,5;15,6;17,4;86,46;8,1;13,5;2,6;6.00;0.00;1023,66
2115.00;26.09.2017;3.00;13,4;14,4;15,3;16,4;84,92;8,5;12,4;0,2;7,2;0.00;1024,88
2115.00;27.09.2017;3.00;13,1;14.00;15,2;16,5;86,91;8,6;14.00;0,483;7,1;0,3;1025,31
2115.00;28.09.2017;3.00;11.00;12.00;15.00;17.00;;;;0.00;;0.00;
2115.00;29.09.2017;3.00;13.00;14.00;16.00;19.00;;;;1.00;;3.00;
2115.00;30.09.2017;3.00;11.00;12.00;14.00;16.00;;;;0.00;;16.00;
2115.00;01.10.2017;3.00;9.00;12.00;15.00;16.00;;;;9.00;;10.00;
2115.00;02.10.2017;3.00;11.00;13.00;14.00;16.00;;;;2,6;;13.00;
2115.00;03.10.2017;3.00;10.00;11.00;14.00;15.00;;;;4,7;;2.00;
2115.00;04.10.2017;3.00;10,8;12.00;14.00;15,1;;;;0.00;;19,6;
2115.00;05.10.2017;3.00;9,2;10,4;13,1;15,2;79,29;14.00;26.00;2,55;6,5;22,1;1001,88
2115.00;06.10.2017;3.00;9,5;11.00;13,6;15,2;73,04;12,8;24,6;4183.00;6,3;2,4;1011,62
2115.00;07.10.2017;3.00;10.00;11,8;13,5;15.00;81,58;12,2;19,9;0.00;7,3;9,1;1008,27
2115.00;08.10.2017;3.00;9,2;12,1;13.00;14,7;63,71;7,8;15,1;7183.00;3,8;0,5;1013,09
2115.00;09.10.2017;3.00;9.00;11,3;12,6;14,2;77,25;4,4;12,2;0,3;7,6;3,9;1015,67
2115.00;10.10.2017;3.00;12,4;13,6;14,7;15,4;86,54;9,4;15,7;1183.00;7,6;1,5;1010,03
2115.00;11.10.2017;3.00;13,1;14,1;15.00;15,8;85,54;12,9;21,5;0,517;7,5;2,6;1008,17
2115.00;12.10.2017;3.00;10,7;12,3;14,2;15,2;71,75;14,3;23,4;3817.00;7.00;0,7;1012,55
2115.00;13.10.2017;3.00;12,1;13,1;14,7;15,9;86,88;9,8;14,2;3583.00;7,4;0.00;1020,02
2115.00;14.10.2017;3.00;14,4;15,1;15,6;15,9;92,29;9,6;14,5;0.00;7,8;0.00;1021,75
2115.00;15.10.2017;3.00;12,9;14,4;15,6;16,9;88,54;6,9;10,4;8867.00;0,7;0.00;1020,55
2115.00;16.10.2017;3.00;13,7;14,8;16,2;17,7;87,58;6,7;11,3;6,95;;0.00;1017,9
2115.00;17.10.2017;3.00;13,1;14,2;15,1;17,2;78,04;11.00;17,6;2,2;;0.00;1016,5
2115.00;18.10.2017;3.00;12,3;13,5;14,3;16.00;78,38;4,6;11,3;2,75;7,7;0.00;1014,37
2115.00;19.10.2017;3.00;12,6;12,9;13,9;14,9;91,58;8,7;12,1;0,017;7,8;0,1;1011,14
2115.00;20.10.2017;3.00;12,4;13,1;14,4;15,9;86,79;10,7;15,8;2233.00;7.00;2,1;1007,04
2115.00;21.10.2017;3.00;11.00;12,3;13,3;14,2;86,83;9,4;15,4;0.00;6,7;4,5;1008,31
2115.00;22.10.2017;3.00;10,5;10,9;12,5;14.00;82,04;11,5;17,7;1017.00;5,9;17,2;1005,98
2115.00;23.10.2017;3.00;11,2;11,6;12,9;14,6;89,25;7,1;15,5;1483.00;7,6;6,4;1012,04
2115.00;24.10.2017;3.00;11,1;11,9;13,7;15,6;92,58;9,5;16,5;0.00;7,5;4,3;1016,07
2115.00;25.10.2017;3.00;12,4;13,7;14,6;15,5;83,58;11,1;20.00;2883.00;7,2;0,7;1015,33
2115.00;26.10.2017;3.00;10,5;11,6;14.00;14,7;74,71;10,8;18,5;0,017;7,6;0,9;1019,07
2115.00;27.10.2017;3.00;9,5;10,7;12,6;14.00;71,83;11,8;18,9;3617.00;6.00;0,6;1021,31
2115.00;28.10.2017;3.00;9,8;11,5;13.00;14,3;75,08;15,6;29,2;0.00;7,7;2.00;1009.00
2115.00;29.10.2017;3.00;7.00;9,2;11,2;13,1;61,67;18,2;33,3;4617.00;4,7;0,2;1006,26
2115.00;30.10.2017;3.00;6,2;8,3;9,6;11,1;64,42;10,8;21,4;3717.00;6.00;1,4;1021,83
2115.00;31.10.2017;3.00;6,8;8,9;11,2;12,7;80,63;8,1;14,4;0,2;7,9;1,4;1020,45
2115.00;01.11.2017;3.00;9,6;11,3;13.00;13,7;89,71;10,2;17,6;0,983;7,8;3,7;1014,37
2115.00;02.11.2017;3.00;8,4;10,4;12,2;13,4;78,92;7,9;16,1;7417.00;3,8;0,5;1009,97
2115.00;03.11.2017;3.00;6,8;9,3;10,8;11,8;82,88;6,2;12,1;0,467;7,5;0,3;1013,4
2115.00;04.11.2017;3.00;9.00;10,1;11,2;12,8;83,67;9,5;16,5;1,15;7,7;2.00;1004,92
2115.00;05.11.2017;3.00;5,9;8,1;10,7;12,5;71,79;7,6;14,2;0,017;6,9;5,4;1005,61
2115.00;06.11.2017;3.00;4,4;7,8;9,6;10,5;64,33;4,6;13,4;6067.00;3.00;1,1;1020,68
2115.00;07.11.2017;3.00;5,3;5,7;7,8;9,7;80,46;8.00;13,6;3,85;3,7;0.00;1023,22
2115.00;08.11.2017;3.00;7.00;7.00;8,6;9,8;84,54;6,1;10.00;0,9;7,2;0.00;1020,79
2115.00;09.11.2017;3.00;8,6;9,1;10,2;11,7;80,67;8,5;17,6;0,767;7,8;2,2;1017,74
2115.00;10.11.2017;3.00;5.00;7,1;10,1;11,8;69,17;13.00;24,8;0,8;6,6;6.00;1007,13
2115.00;11.11.2017;3.00;3.00;5,1;8,3;9,5;65,88;11,1;20,6;3083.00;5,1;3,3;1003,49
2115.00;12.11.2017;3.00;2,5;5,3;7,9;9,8;74,67;7,2;15,5;0.00;6,1;16,4;1000,26
2115.00;13.11.2017;3.00;2,5;6,9;8,5;10,2;69,71;5,1;13,6;5567.00;5,8;0,9;1013,88
2115.00;14.11.2017;3.00;5,2;7,7;10.00;11,4;78,17;8,3;18,5;0,3;6,4;5,7;1017,85
2115.00;15.11.2017;3.00;6,4;9,6;10,6;11,8;81,83;4,3;9,5;3683.00;7,3;0,6;1022,33
2115.00;16.11.2017;3.00;6,9;9,3;10.00;11,3;89,38;9,4;15,9;0.00;7.00;2,1;1019,8
2115.00;17.11.2017;3.00;5,1;8.00;9,5;10,7;63,38;8,7;;3167.00;4,4;1,2;1022,2
2115.00;18.11.2017;3.00;4.00;5,5;8,4;10,4;72,92;13,8;26,6;1,05;6,9;11,3;1010,32
2115.00;19.11.2017;1.00;2,9;5,5;8,6;9,9;71,25;14,1;29.00;1433.00;5,7;5,5;1008,44
2115.00;20.11.2017;1.00;5,1;5,8;7,3;8,8;76,96;8,4;17,3;0.00;7.00;3,2;1011,37
2115.00;21.11.2017;1.00;5,5;5,7;7,1;10,8;93,96;6,8;15,9;0.00;7,8;3,4;1006,55
2115.00;22.11.2017;1.00;9,3;10,5;10,9;11,4;87,71;13,8;19,1;0.00;5,4;0,9;999,18
2115.00;23.11.2017;1.00;8,3;9,7;11.00;12,3;72,08;14,2;22,1;0,483;6,2;0,6;996,45
2115.00;24.11.2017;1.00;4,4;7.00;8,7;10,5;73,04;8,9;16,8;0,75;6,3;2,8;1006,59
2115.00;25.11.2017;1.00;2,7;4,6;7,2;8,4;63,71;7,1;15,9;2,15;6,9;4,2;1008,39
2115.00;26.11.2017;1.00;4,2;5,2;7,3;8,9;76,38;12,3;21,8;0,283;6,9;5,1;1011,25
2115.00;27.11.2017;1.00;4.00;5,7;7,5;9,8;81.00;13,1;23,2;0.00;7,4;13,8;1004,77
2115.00;28.11.2017;1.00;2,8;5,6;7,4;8,9;76,08;10,4;24,7;1233.00;6,6;6,3;996,23
2115.00;29.11.2017;1.00;-2,7;3,7;5,6;7,1;80,38;3,9;9,6;2383.00;5,5;3,1;1001,92
